seed,dataset,split,strategy,n_context,model,roc_auc
42,lending_club,lc_recent,diverse,,tabfm,0.6854796868711126
1,lending_club,lc_recent,economically_similar,,tabfm,0.6731406680942168
2,lending_club,lc_recent,economically_similar,,tabfm,0.6569135632764167
42,lending_club,lc_recent,economically_similar,,tabfm,0.6742553116149141
1,lending_club,lc_recent,high_confidence,,tabfm,0.5321621177401582
2,lending_club,lc_recent,high_confidence,,tabfm,0.4227991213781168
42,lending_club,lc_recent,high_confidence,,tabfm,0.4596371376752898
1,lending_club,lc_recent,most_recent,,tabfm,0.6639773561952516
2,lending_club,lc_recent,most_recent,,tabfm,0.6593667231196362
42,lending_club,lc_recent,most_recent,,tabfm,0.686248625710904
1,lending_club,lc_recent,random,,tabfm,0.6800464404062401
2,lending_club,lc_recent,random,,tabfm,0.6744668102648596
42,lending_club,lc_recent,random,,tabfm,0.6662982406450491
